A Republican strategy to counter the re-election of Obama 	Una estrategia republicana para obstaculizar la reelección de Obama
This is palliative care, given when there is nothing else that can be done.	Son cuidados paliativos que se les dan cuando no se puede hacer nada más.
To make death more comfortable.	Para ayudar a que su muerte sea más confortable.
In Quebec, there are palliative care beds for 11,700 inhabitants.	En Quebec contamos con una cama de cuidados paliativos para cada 11.700 habitantes.
This is very few when we know that we will all die one day.	Es muy poco, ya que sabemos que todos acabaremos muriendo algún día.
Here, life continues under the best possible conditions, explains Dr Christiane Martel, one of the doctors at the home.	Aquí, la vida continúa en las mejores condiciones posibles, explica la Dra. Christiane Martel, una de las doctoras del centro.
Whether at a physical comfort, emotional or spiritual level.	Ya sea a nivel de confort físico, emocional o espiritual.
A person who is dying will accept being helped to drink brandy or Pepsi, whatever is their tipple.	Al moribundo se le ofrecen enjuagues de boca con brandy o Pepsi, según la demanda.
Diabetics no longer need to control their blood sugar.	A los diabéticos ya no se les controla su tasa de azúcar.
And death is part of everyday life.	La muerte forma parte de lo cotidiano.
Yesterday evening, a beer was served to Mr X, who died during the night.	Ayer por la noche le servimos una cerveza al Sr. X, que murió en el transcurso de la noche.
This morning, it is his son who will finish the beer at the feet of the deceased.	Esta mañana, su hijo se terminó la cerveza a los pies del difunto.
"We help relatives as much as patients" says Nathalie Savard, Director of Care.	"Ayudamos tanto a los pacientes como a sus seres queridos", relata Nathalie Savard, directora de los cuidados.
At the Victor-Gadbois home, one day follows another but no two are alike.	En el centro Victor-Gadbois los días transcurren sin ser nunca iguales.
Along with a 93-year-old man who is savouring his last meeting with his family, sitting firmly wedged in his pillows while toasts are drunk in his honour, a 36-year-young man is dying tragically, surrounded by his parents, his wife and his two young children, after having tried everything to survive.	Al lado de un hombre de 94 años que saborea su última reunión familiar en el patio, bien colocado entre sus almohadas mientras todos beben a su salud, un joven de 36 años muere de forma trágica, rodeado por sus padres, su mujer y sus dos niños, tras haberlo intentado todo para sobrevivir.
"For six months, there have always been three to five beds which are occupied by cancer patients less than 45 years old" says a concerned Dr Christiane Martel.	"Desde hace seis meses, siempre hay de tres a cinco camas ocupadas por personas menores de 45 años enfermas de cáncer", se inquieta la Dra. Christiane Martel.
53% of patients admitted to the Victor-Gadbois home come from their homes, 47% from hospital.	Un 53% de los pacientes que son admitidos en el centro Victor-Gadboisarrivent viene de su casa y un 47% del hospital.
Lack of access to palliative care	Problema del acceso a cuidados paliativos
It is said that 77% of Canadians simply have no access to palliative care, which is care designed to ease the pain when a patient has reached the terminal stage of life, be it at home, in hospital or in a care home.	Un 77% de los canadienses sencillamente no tiene acceso a los cuidados paliativos, es decir, a los cuidados concebidos para aliviar el sufrimiento cuando un enfermo llega a la fase terminal de su vida, sea en su domicilio, en el hospital o en un centro de cuidados.
And a number of organisations, such as the Victor-Gadbois home and the Palliative Care Society in Greater Montreal, specialise more or less exclusively in care provided to cancer patients.	Y varios organismos, como el centro Victor-Gadbois y la sociedad de cuidados paliativos a domicilio del Grand Montréal, se especializan casi exclusivamente en el cuidado de los pacientes con cáncer.
It is precisely this large gap in Quebec health care which has made a number of palliative care physicians fear the adoption of a law on euthanasia and assisted suicide.	Es precisamente esa gran carencia relativa en los cuidados sanitarios de Quebec lo que hace que muchos doctores especializados en cuidados paliativos teman la adopción de una ley que regule la eutanasia y el suicidio asistido.
Since October, a manifesto, signed by palliative care luminaries including Dr Balfour Mount and Dr Bernard Lapointe, has been circulating to demonstrate their opposition to such an initiative.	Desde el mes de octubre, un manifiesto firmado por eminencias de los cuidados paliativos, como el Dr. Balfour Mount y el Dr. Bernard Lapointe, circula para demostrar su oposición a tal iniciativa.
According to Dr Christiane Martel, the Quebec health system is not effective enough to ensure that everyone will be entitled to quality palliative care before it is accepted to proceed to euthanasia.	Según la Dra. Christiane Martel, el sistema sanitario de Quebec no es lo suficientemente competente como para asegurar que cualquiera tenga derecho a cuidados paliativos de calidad antes de que se acepte proceder con la eutanasia.
Recently, she says, I saw a patient spend 14 days in emergency, in great pain, without anything being done to ease her suffering.	"Recientemente", relata, "he visto a una paciente pasar 14 días en Urgencias sufriendo grandes dolores sin que se haya hecho lo necesario para aliviarla.
I'm afraid that patients ask to die because they don't receive adequate care.	Temo que los pacientes deseen morir solo porque no reciben los cuidados adecuados".
And at the same time, some oncologists work relentlessly on their patients until the last day, despite the worst prognoses.	Y paralelamente, muchos oncólogos se obstinan con sus pacientes hasta el último día, a pesar de los peores pronósticos.
Hélène Richard's survival hopes were already minimal when she ended her gruelling chemotherapy.	Las esperanzas de supervivencia de Hélène Richard estaban ya bajo mínimos cuando dejó un tratamiento de quimioterapia agotador.
