28-Year-Old Chef Found Dead at San Francisco Mall	28 Yaşındaki Aşçı San Francisco Alışveriş Merkezinde Ölü Bulundu
In remarks to Mr Putin, quoted on the Kremlin website, Mr Ivanov said "it's true that in early 2012 I asked you, in a conversation, to entrust me with this very complicated post, even - you could say - troublesome post, for four years.	Kremlin web sitesinde verilen alıntıya göre Sayın Ivanov Sayın Putin'e yönelik olarak şu sözleri sarf etmiştir: "2012 yılının başlarında bir konuşmamızda bu zorlu - hatta sorunlu diyebileceğiniz - görev için dört yıl boyunca bana güvenmenizi istediğim doğru.
Well, it turns out that I've been presidential chief of staff for four years and eight months.	Eh, görünüşe göre dört yıl, sekiz ay boyunca başkanlık özel kalemi olarak görev yaptım.
Mr Ivanov took up the post in December 2011.	Sayın Ivanov, Aralık 2011'de bu görevi üstlendi.
He served previously as a deputy prime minister and defence minister.	Daha önce başbakan yardımcılığı ve savunma bakanlığı görevlerinde yer almıştı.
He is a member of the Russian Security Council and a former member of the KGB state security service, like Mr Putin.	Kendisi, Rusya Güvenlik Konseyi üyesi ve Sayın Putin gibi KGB devlet güvenlik kuvvetleri eski üyesidir.
In the late 1990s, when Mr Putin was head of the Federal Security Service (FSB), which replaced the KGB, Mr Ivanov was appointed as his deputy.	1990'lı yılların sonunda, Sayın Putin KGB'nin yerini alan Federal Güvenlik Kuvvetlerinin (FSB) başkanı konumundayken, Sayın Ivanov ona vekalet etmiştir.
When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.	Sayın Putin iktidara geçtiğinde, Ivanov'u en güvendiği beş kişiden biri olarak gösteriyordu.
It was once thought that Mr Ivanov might become president of Russia after Mr Putin's second term, as a third term for Mr Putin would have been unconstitutional.	Sayın Putin'in üçüncü dönemde de başkanlık yapması anayasaya aykırı olduğundan Sayın Ivanov'un Sayın Putin'in ikinci dönemi sonrasında başkan olabileceği düşünülüyordu.
But that post was taken by another close Putin ally, Dmitry Medvedev.	Ancak bu görev, Putin'in başka bir yakın müttefiki Dmitry Medvedev'e devredildi.
Mr Putin became prime minister, before returning to the presidency just three-and-a-half years later.	Sayın Putin, üç buçuk yıl sonra yeniden başkanlığa dönmeden önce başbakan olmuştu.
Criminal Minds star Thomas Gibson sacked after hitting producer	Criminal Minds dizisinin yıldızı Thomas Gibson, yapımcıya vurduktan sonra kovuldu
Gibson was involved in a physical altercation on the set of the show in Los Angeles last month.	Gibson, geçtiğimiz ay dizinin Los Angeles'taki setinde fiziksel bir kavgaya müdahil oldu.
ABC Studios and CBS Television Studios, which produce the series, announced his dismissal in a joint statement.	Dizinin yapımcılığını üstlenen ABC Studios ve CBS Television Studios, ortak bir açıklamada kendisinin işten çıkarıldığını duyurdu.
Gibson, who played Special Agent Aaron Hotchner, issued an apology on Thursday before his termination was announced.	Özel Ajan Aaron Hotchner'ı canlandıran Gibson, fesih duyurusunun yapılması öncesinde, Salı günü bir özür yayınlamıştı.
There were creative differences on the set and a disagreement.	Sette yaratıcı konular ile ilgili farklılıklar ve bir anlaşmazlık mevcuttu.
I regret that it occurred," he said in a statement.	Bir beyanda "Böyle bir olayın gerçekleşmesinden dolayı üzüntü duyuyorum" dedi.
Details on how Gibson's character will be written out of the show, which follows a team of FBI agents, is expected to come at a later date, according to the ABC Studios and CBS Television Studios statement.	ABC Studios ve CBS Television Studios'un beyanında, Gibson'un oynadığı karakterin bir grup FBI ajanını izleyen programdan nasıl çıkarılacağına dair ayrıntılı bilginin ileride bir tarihte verileceği belirtiliyor.
The 54-year-old, who previously starred on the sitcom Dharma & Greg, had been on the show since its first season in 2005.	Daha önce Dharma & Greg adlı durum komedisinde yer alan 54 yaşındaki aktör, 2005 yılındaki ilk sezondan bu yana programda yer almaktaydı.
"I love Criminal Minds and have put my heart and soul into it for the last twelve years," Gibson said in a statement released on Friday.	Gibson, Cuma günü yayınlanan bir beyanda "Criminal Minds'ı seviyorum ve geçtiğimiz on iki yıl boyunca ona kalbimi ve ruhumu vererek çalıştım" dedi.
I had hoped to see it through to the end, but that won't be possible now.	Sonuna kadar kalmak isterdim ancak bu artık mümkün değil.
I would just like to say thank you to the writers, producers, actors, our amazing crew, and, most importantly, the best fans that a show could ever hope to have.	Sadece yazarlara, yapımcılara, aktörlere, harika ekibimize ve en önemlisi de bir programın sahip olabileceği en iyi destekçilere teşekkür etmek istiyorum.
The show is slated to return for its twelfth season on 28 September.	Programın on ikinci sezon için 28 Eylül'de ekranlara geri dönmesi bekleniyor.
Mystery as fish land in Banff garden	Banff bahçesindeki balıkların gizemi
A Banff man has appealed for help in identifying fish that have appeared in his garden in Banff.	Banff bölgesinde yaşayan bir kişi, Banff'taki bahçesinde ortaya çıkan balıkların tanımlanması için yardım başvurusunda bulundu.
Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.	Kevin Bain, bu 75 balığın deniz hortumu ile taşınan kum balıkları olabileceğini düşünüyor.
Mr Bain, who lives about 500m from the sea, posted footage of the spectacle on Periscope in the hope someone could shed light on the appearance of the two-inch fish.	Denizden 500 m uzakta yaşayan Bain, birilerinin iki inç uzunluğunda balıkların ortaya çıkışına ışık tutması umuduyla görüntüleri Periscope'ta yayınladı.
Queensferry Crossing: Bridge now connected to Fife	Queensferry Geçidi: Köprü artık Fife'ye bağlandı
The £1.35bn project is now due to be complete by May 2017	1,35 milyar £ değerindeki projenin Mayıs 2017'ye kadar tamamlanması gerekiyor
Engineers have joined the Queensferry Crossing's north deck and viaduct - meaning the bridge is now connected to Fife.	Mühendisler Queensferry Geçidinin kuzeyini ve viyadüğü birleştirdi; bu da köprünün artık Fife'a bağlandığı anlamına geliyor.
It is the first of four closures between the "deck fans," which are now nearing completion around each of the bridge's three towers.	Bu, köprünün üç kulesinden her birinin çevresinde tamamlanmak üzere olan "tabliye fanları" arasındaki dört kapanıştan ilkidir.
The bridge section from Fife is now 600 metres long and weighs 30,000 tonnes.	Köprünün Fife'den gelen kesiti 600 metre uzunluğunda ve 30.000 ton ağırlığındadır.
It has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.	10.000 ton çelik ve 20.000 ton beton ile 46 destek kablosundan oluşmaktadır.
The £1.35bn project is now due to be complete by May 2017.	1,35 milyar £ değerindeki projenin Mayıs 2017'ye kadar tamamlanması gerekiyor.
Economy Secretary Keith Brown visited the site today and was among the first to walk from the land on to the bridge.	Ekonomi Bakanı Keith Brown, bugün tesisleri ziyaret ederek karadan köprüye yürüyen ilk kişilerden biri oldu.
He said: "This is a historic and symbolic moment in the building of the Queensferry Crossing.	Şöyle dedi: "Bu, Queensferry Geçidi'nin inşaatında tarihi ve sembolik bir an.
We're all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.	Hepimiz köprünün sadece bu kısmının inşası için 30.000 tonun üzerinde beton kullanılan bu proje ile gerçek anlamda destansı ölçekte mühendisliğe şahitlik ediyoruz.
Despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up.	Viyadük ile köprü tabliyesi arasındaki boşluğu kapatan köprünün olağanüstü boyutu ve ağırlığına rağmen, bu uyum için son derece hassas toleranslar gerektiren hassas bir çalışma.
Overall, nearly 79% of the total bridge deck is now in place, the final section of deck is having its concrete deck cast in Rosyth today, meaning all the deck is ready to be lifted into place on the bridge.	Genel olarak, toplam köprü tabliyesinin neredeyse %79'u yerleşmiş durumda, tabliyenin ilk kesitinin beton dökümü bugün Rosyth'de gerçekleştirilecek bu da tabliyenin tamamının köprü üzerine kaldırılmaya hazır olacağı anlamına geliyor.
Michael Martin, Forth Crossing Bridge Constructors project director said: "The first closure on any bridge project is always a significant milestone.	Forth Geçit ve Köprü Müteahhitleri projesi direktörü Michael Martin şunları söyledi: "Tüm köprü projelerinde, ilk kapanış her zaman önemli bir kilometre taşıdır.
On this fantastic project, this closure represents leading edge civil engineering.	Bu olağanüstü projede, bu kapanış, inşaat mühendisliğinde öncülüğü temsil ediyor.
After installing the last road deck section and connecting it to the expanding North Tower road deck, we then had to close the remaining gap on the north - or landward - side.	Son karayolu tabliyesinin de yerleştirilmesi ve genişleyen Kuzey Kulesi seviyesine bağlanması sonrasında kuzey -veya kara- tarafındaki boşluğu kapatmamız gerekiyordu.
This was done by pulling the northern approach viaduct 700 millimetres southwards.	Bu da kuzeydeki viyadüğün 700 milimetre kadar güneye çekilmesiyle gerçekleştirildi.
This was a massive and, at the same time, very delicate operation.	Bu çok büyük ancak aynı zamanda çok hassas bir işlemdi.
Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.	Büyük olmasının sebebi, viyadüğün 222 metre uzunluğunda, neredeyse 6000 ton ağırlığında olması ve yaklaşık %3 eğimde çekilmesinin gerekmesiydi.
Delicate because the tolerances the team were working to were tiny - just a few millimetres either way.	Hassas olmasının nedeni ise ekibin uyması gereken tolerans değerlerinin çok düşük olmasıydı; her iki tarafta da yalnızca birkaç milimetre kadar.
Happily, it all went very well.	Neyse ki her şey yolunda gitti.
Moelfre Bay rescue: Three men are 'lucky to be alive'	Moelfre Körfezi kurtarma ekibi: Üç adam 'hayatta olduğu için şanslı'
Three men are "lucky to be alive" after they were thrown from their fishing boat off Anglesey.	Üç adam, Anglesey'de balıkçı teknesinden düşmeleri sonrasında "hayatta kaldıkları için şanslı".
Moelfre RNLI lifeboat station raised the alarm at 13:20 BST on Friday after a crew saw the incident unfold in Moelfre Bay.	Moelfre RNLI cankurtaran filikası istasyonu, tertibatın Moelfre Körfezi'ndeki vakayı görmesi sonrasında Cuma günü, İngiliz yaz saati ile 13:20'de alarm verdi.
The three men struggled to swim to safety while their boat continued under its own power.	Üç adam, tekneleri kendi kendine yoluna devam ederken güvenli bir alana doğru yüzmek için çabalıyordu.
"We saw their boat circling close to them and imagined the worst," said Moelfre lifeboat helm Vince Jones.	Moelfre cankurtaran filikası kontrol sorumlusu "Teknenin onlara doğru daireler çizdiğini gördük ve endişeye kapıldık" dedi.
"Fortunately, by the time we had launched, the strong winds had blown it clear of them," he added.	"Neyse ki biz onlara doğru yola çıkana kadar güçlü rüzgarlar ile uzaklaşmıştı" diye ekledi.
Two of the men were rescued by a local fishing boat, while the third man, aged 60, was found exhausted and clinging to a buoy without a lifejacket.	Adamlardan ikisi yerel bir balıkçı teknesi tarafından kurtarılırken 60 yaşındaki üçüncü adam yorgun düşmüş bir halde can yeleği olmadan bir şamandıraya tutunurken bulundu.
