Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
Lazarus's great imaginative act was to see it as it would be seen by exhausted, wretched but hopeful people on the decks of ships after long and often dreadful journeys.	Lazarus'un muhteşem yaratıcı eylemi, bunu; gemilerin güvertelerindeki tükenmiş, perişan fakat umut dolu insanlar tarafından uzun ve çoğunlukla berbat yolculuklardan sonra görülmesi gibi görmekti.
It is literally about seeing the world from the perspective of people seeking refuge and a chance to better their lives.	Bu gerçekten dünyayı, sığınacak bir yer arayan ve hayatlarını iyileştirmek isteyen insanların perspektifinden görmekle ilgiliydi.
Her statue speaks back to them the words of hope and welcome they need to hear.	Onun heykeli onlara, umut sözcükleriyle ve duymaya ihtiyaçları olan sıcak karşılamayla karşılık veriyordu.
And of course, this is not the perspective Miller and Trump want ever to recognise.	Elbette ki bu, Miller ve Trump'ın herhangi bir şekilde haklı bulacakları bir perspektif değil.
Their torch is meant not to light the way, but to inflame the hatreds that are their only source of power.	Onların meşalesi yol göstermek için değil fakat onların tek güç kaynağı olan nefreti azdırmak için.
World Championships 2017: Neil Black praises Scottish members of Team GB	Dünya Şampiyonası 2017: Neil Black Büyük Britanya takımının İskoç üyelerini övüyor
Eilidh Doyle recalls a time when only two Scots made the GB team	Eilidh Doyle yalnızca iki İskoç'un Büyük Britanya takımına girebildiği zamanı hatırlıyor
UK Athletics' performance director Neil Black says the 16-strong Scottish contingent in the World Championships squad will make "a massive contribution to the team."	Birleşik Krallık Atletizm performans direktörü Neil Black, Dünya Şampiyonası kadrosundaki 16 kişilik İskoç grubunun "takıma devasa bir katkı" sağlayacağını söylüyor.
A record number of Scottish athletes have been selected for London 2017, which starts on Friday.	Rekor sayıdaki İskoç atlet, cuma günü başlayan Londra 2017 için seçildi.
Black believes "there's something special evolving" in Scotland and UK athletics must learn from that.	Black, İskoçya'da "bir şeylerin gelişmekte olduğunu" ve Birleşik Krallık atletizminin bundan ders alması gerektiğine inanıyor.
"We embrace it and we're trying to understand it and we'll push on that until we work it out," Black said.	Black, "Biz bunu benimsiyoruz ve biz bunu anlamaya çalışıyoruz ve biz işin içinden çıkana kadar uğraşacağız." dedi.
"I speak to people in the Scottish Institute of Sport and they think it's something to do with what they've done.	"İskoç Spor Enstitüsü'ndeki insanlarla konuşuyorum ve onlar bunun yaptıklarıyla ilgili olduğunu düşünüyorlar.
Scottish Athletics think it's something to do with what they've done.	İskoç Atletizmi bunun yaptıklarıyla ilgili olduğunu düşünüyor.
British athletics: it's something to do with what they've done.	Britanya atletizmi: Bunun onların yaptıklarıyla ilgili olduğunu düşünüyor.
And the guy on the corner street, too.	Köşedeki sokaktaki adam da öyle.
Whatever the combination of circumstances, it's absolutely brilliant."	Şartların kombinasyonu ne olursa olsun bu kesinlikle harika."
Several of the Scottish athletes are medal contenders, including Laura Muir and Andrew Butchart - who will race against Sir Mo Farah in the 5,000m, while Eilidh Doyle was voted by the squad to be team captain.	Laura Muir ve 5000 m'de Sir Mo Farah'a karşı yarışacak olan Andrew Butchart dahil birçok İskoç atleti madalya için yarışıyor, Eilidh Doyle ise kadro tarafından kaptan olarak seçildi.
"Eilidh is slightly modest.	"Eilidh biraz alçak gönüllü.
Her captain's speech was incredible," says Black.	Kaptanlık konuşması inanılmazdı." diyor Black.
"A number of athletes, whether they were Scottish or wherever they live or train, walked out of that room feeling hugely proud and really motivated.	"İskoç olsun ya da her nerede yaşıyor ya da antrenman yapıyor olurlarsa olsunlar, birkaç atlet o odadan çok gururlu ve gerçekten motive olmuş çıktı.
The passion and real feeling that Eilidh naturally put into it were great."	Eilidh'in doğal bir şekilde kattığı tutku ve gerçek his muhteşemdi."
The Commonwealth silver medallist, who will compete in the 400m hurdles at her fifth World Championships, says it's "incredible" 16 Scots are in the British team.	Kendisinin beşinci Dünya Şampiyonası'nda 400 m engellide yarışacak olan Milletler Topluluğu'ndan gümüş madalyalı atlet, 16 İskoç'un Britanya takımında olmasına "inanılmaz" diyor.
Scotland's previous best total of athletes at the worlds was seven, achieved in 1983 and 2015.	İskoçya'nın daha önceki dünya şampiyonalarındaki en iyi toplam atlet rakamı, 1983 ve 2015 yıllarında başarılan yediydi.
Middle-distance runner Muir is leading the way, having set five British and two European records in the past year.	Geçen yıl beş Britanya ve iki Avrupa rekoru kıran orta mesafe koşucusu Muir lider.
She will go in the 1500m and the 5,000m.	1500 m ve 5000 m'ye katılacak.
Chris O'Hare, who runs in the 1500m, is another Scot to watch, following a great season that included victory at the British Team trials and the Anniversary Games.	Britanya Takımı denemeleri ve Yıl Dönümü Oyunları'ndaki zaferler dahil çok iyi bir sezon geçiren, 1500 m'de koşan Chris O'Hare izlenecek bir diğer İskoç.
Doyle remembers her first world championships, when the only other Scot in the team was Lee McConnell.	Doyle, takımdaki diğer tek İskoç'un Lee McConnell olduğu ilk şampiyonasını hatırlıyor.
The team captain says she's "hugely proud" of the fact so many of her compatriots have not only made the team, but, in some cases, will be challenging for medals and competing to make finals.	Takım kaptanı, birçok hemşerisinin sadece takıma girmeyeceği fakat bazı durumlarda madalya için yarışacağı ve finallere kalma mücadelesi vereceğinden hareketle "çok gururlu" olduğunu söylüyor.
"The special thing about being team captain is that it was voted for by the other members of the team, so that it was such a huge honour anyway but to know that your teammates have voted for you and chosen you made it extra-special for me," she added.	"Takım kaptanı olmanın özel yanı şu ki takımın diğer üyeleri tarafından verilen oylarla oldu, dolayısıyla zaten çok büyük bir onurdu fakat takım arkadaşlarınızın sizin için oy verdiğini ve sizi seçtiğini bilmek bunu benim için ekstra özel kıldı." diye ekledi.
"Obviously, I'm very proud of all the Scots who've made the team.	"Açıkçası, takıma giren tüm İskoçlar'dan gurur duyuyorum.
It just shows how far we've come.	Bu bizim ne kadar yol aldığımızı gösteriyor.
And they're here as well-established athletes, athletes that are going to be looking to get on podiums.	Ve onlar, kendini kanıtlamış atletler olarak, podyuma çıkmayı kollayan atletler olarak buradalar.
As for my captain's speech?	Kaptanın konuşmasına gelince?
Yeah, I think it went well.	Evet, sanırım iyi gitti.
I just drew on the fact that we're very lucky in this situation in that we've got a home World Championships.	Ben bizim bu durumda çok şanslı olduğumuz gerçeğinden yararlandım, şu bakımdan ki, evimizde olan bir Dünya Şampiyonası var.
So it's really just the importance of drawing on that home support and thriving on the fact that we're back at the Olympic Stadium.	Yani, bu gerçekte yalnızca bu iç saha desteğinden yararlanabilmenin etkisi ve Olimpik Stadyum'a geri dönmüş olmamız gerçeğiyle başarılı olmamız.
I'm getting a second chance to go out there and compete and it's just going to be such an amazing atmosphere out there."	Oraya çıkmak ve mücadele etmek için ikinci bir şans yakalıyorum ve orada öyle harika bir atmosfer olacak."
Blocking critics from Facebook: Don't run for public office, if you can't take heat from voters	Eleştirmenleri Facebook'ta engellemek: Eğer seçmenlerin eleştirilerini kaldıramıyorsan devlet görevine aday olma
The father of our country knew something about bad press.	Ülkemizin babası basında olumsuz yer almak hakkında bir miktar bilgi sahibiydi.
Americans loved George Washington, but it didn't take long for newspapers to start slamming him on everything from domestic policy to his political principles.	Amerikalılar George Washington'ı severdi fakat gazetelerin onu, iç siyasetten siyasi ilkelerine kadar herşey hakkında ağır bir şekilde eleştirmeye başlaması çok uzun sürmedi.
He chafed at the criticism, sure.	Elbette eleştirilerden rahatsız oldu.
But he did not silence his critics.	Fakat onu eleştirenleri susturmadı.
Because back in 1783, Washington said, "the freedom of Speech may be taken away - and, dumb & silent we may be led, like sheep, to the Slaughter."	Çünkü 1783'te Washington, "konuşma özgürlüğü ortadan kaldırılabilir ve biz aptal ve sessiz bir şekilde kıyıma sürüklenebiliriz." demişti.
That brings me to Maryland Gov. Larry Hogan, who needs to work on being more like Washington.	Bu beni, Washington gibi olmak için daha çok çalışması gereken Maryland valisi Larry Hogan'a getiriyor.
Hogan's staff has blocked and deleted the posts of at least 450 people who voiced their opinions on his official Facebook page.	Hogan'ın personeli, onun resmi Facebook sayfasında fikirlerini dile getiren en az 450 kişinin paylaşımlarını engelledi ve sildi.
And the American Civil Liberties Union sued him for that earlier this week.	Amerikan Sivil Özgürlükler Birliği de onu bu haftanın başında dava etti.
The governor's staff dismissed the lawsuit as frivolous, and the online commentary was rich with a "who cares?" backlash.	Valinin personeli, davayı ciddiyetsiz olduğu gerekçesiyle umursamadı ve çevrimiçi yorumlar "kimin umrunda?" tepkileriyle doluydu.
"It's only Facebook," plenty of folks said.	Birçok kimse "Bu sadece Facebook." dedi.
But it matters.	Fakat bu önemli.
And it especially matters when it's a guy like Hogan.	Hogan gibi biri olduğunda bu özellikle önemli.
This is a Republican governor in an overwhelmingly Democratic state who is astonishingly popular.	Ezici çoğunlukla Demokrat olan bir eyalette hayret verici derecede popüler olan Cumhuriyetçi bir vali bu.
He has the second-highest approval rating of the nation's 50 governors.	Ülkenin 50 valisi arasında ikinci en yüksek tasvip oranına sahip.
Hogan is not a reactionary hothead.	Hogan gerici bir deli fişek değil.
He's shown a steady hand in leading his state and a stern adherence to principles.	Eyaletine liderlik etmekte ve prensiplere katı bağlılıkta ustalık gösterdi.
He's also been pretty deft at using Facebook as a primary means to connect with his constituents, playfully debuting his hairless head after chemo treatments on his page.	Kemoterapi sonrası saçsız kafasını şakacı bir şekilde takdim etmesiyle, seçmenleriyle bağ kurmak için Facebook'u birincil araç olarak kullanmakta da oldukça becerikliydi.
So blocking people who come to the governor's page - which is a public forum, labeled as official and administered by staff members paid public tax dollars - is unnecessary and ultimately dangerous.	Yani halka açık bir forum olan, resmi olarak nitelendirilen ve halkın vergi dolarları ödenen kadro üyeleri tarafından yönetilen valinin sayfasına gelen insanları engellemek, gereksiz ve en nihayetinde tehlikeli.
