28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
In the late 1990s, when Mr Putin was head of the Federal Security Service (FSB), which replaced the KGB, Mr Ivanov was appointed as his deputy.	1990. gadu beigās Putins vadīja Federālo Drošības dienestu, kas ir VDK pēctecis, Ivanovs ieņēma viņa vietnieka amatu.
When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.	Kad Putins nāca pie varas, viņš nosauca Ivanovu to piecu cilvēku skaitā, kam viņš uzticas visvairāk.
It was once thought that Mr Ivanov might become president of Russia after Mr Putin's second term, as a third term for Mr Putin would have been unconstitutional.	Putina otrā termiņa beigās Ivanovs tika uzskatīts par potenciālo Krievijas prezidenta amata kandidātu, jo Putina pārvēlēšana uz trešo termiņu būtu antikonstitucionāla.
But that post was taken by another close Putin ally, Dmitry Medvedev.	Taču toreiz par prezidentu kļuva cits tuvs Putina sabiedrotais - Dmitrijs Medvedevs.
Mr Putin became prime minister, before returning to the presidency just three-and-a-half years later.	Putins kļuva par premjerministru, un pēc trīs ar pusi gadiem atgriezās prezidenta amatā.
Mystery as fish land in Banff garden	Mīklainā zivju parādīšanās kādā dārzā Banfas pilsētā
A Banff man has appealed for help in identifying fish that have appeared in his garden in Banff.	Kāds vīrs no Banfas lūdz palīdzību, lai noskaidrotu apstākļus, kādas sugas zivis parādījušās viņa dārzā Banfā.
Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.	Kevins Beins domā, ka 75 zivis varētu būt smilšu zuši, kuri atceļojuši ar ūdensstabu .
Mr Bain, who lives about 500m from the sea, posted footage of the spectacle on Periscope in the hope someone could shed light on the appearance of the two-inch fish.	Beina kungs, kurš dzīvo apmēram 500 metrus no jūras, publiskoja zivju video mājaslapā Periscope, cerēdams, ka kāds varētu zināt, kā šīs 5 centimetrus lielās zivis nonākušas viņa dārzā.
Queensferry Crossing: Bridge now connected to Fife	Kvīnsferijas krustojums: tilts tagad ir savienots ar Faifu.
The £1.35bn project is now due to be complete by May 2017	Šobrīd 1,35 miljardu mārciņu vērto projektu plānots pabeigt 2017. gada maijā.
Engineers have joined the Queensferry Crossing's north deck and viaduct - meaning the bridge is now connected to Fife.	Inženieri ir savienojuši Kvīnsferijas krustojuma ziemeļu daļu un viaduktu, kas nozīmē, ka tilts tagad ir savienots ar Faifu.
It is the first of four closures between the "deck fans," which are now nearing completion around each of the bridge's three towers.	Pirmā no četrām savienojošajam daļām ir pabeigta, kas nozīmē, ka tilta celtniecība tuvojas noslēgumam.
The bridge section from Fife is now 600 metres long and weighs 30,000 tonnes.	Faifas tilta konstrukcija ir 600 metrus gara un sver 30 000 tonnas.
It has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.	Tas sastāv no 10 000 tonnām tērauda, 20 000 tonnām betona un 46 atbalsta kabeļiem.
The £1.35bn project is now due to be complete by May 2017.	Šobrīd 1.35 miljardu mārciņu vērto projektu plānots pabeigt 2017. gada maijā.
Economy Secretary Keith Brown visited the site today and was among the first to walk from the land on to the bridge.	Ekonomikas sekretārs Keits Brauns šodien bija atbraucis uz būvniecības vietu un bija viens no pirmajiem, kurš uzkāpa uz tilta.
He said: "This is a historic and symbolic moment in the building of the Queensferry Crossing.	Viņš teica: "Šis ir simbolisks un vēsturisks brīdis Kvīnsferijas tilta celtniecībā."
We're all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.	Šajā projektā mēs redzam nepārspējamu inženiertehnisko risinājumu, kur tikai šīs daļas būvniecībā izmantotas vairāk nekā 30 000 tonnas cementa un tērauda.
Despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up.	Neskatoties uz tilta milzīgo svaru un izmēru, tilta un viadukta savienošana ir ārkārtīgi delikāts process, kurā nepieciešama milzīga precizitāte.
Overall, nearly 79% of the total bridge deck is now in place, the final section of deck is having its concrete deck cast in Rosyth today, meaning all the deck is ready to be lifted into place on the bridge.	Kopumā, vairāk nekā 79% tilta klāja jau ir uzbūvēti un pēdējais posms, kas savienos tiltu ar Rositu tiks ieklāts šodien, kas nozīmē, ka visas tilta daļas ir gatavas ieklāšanai.
Michael Martin, Forth Crossing Bridge Constructors project director said: "The first closure on any bridge project is always a significant milestone.	Ceturtā tilta savienojuma projekta direktors Maikls Martins stāsta: "Pirmais savienojums ir ļoti svarīgs punkts jebkura tilta būvniecībā."
On this fantastic project, this closure represents leading edge civil engineering.	Šajā fantastiskajā projektā pirmais savienojums demonstrē augstākās klases inženierbūvniecību.
After installing the last road deck section and connecting it to the expanding North Tower road deck, we then had to close the remaining gap on the north - or landward - side.	Pēc pēdējā ceļa posma uzstādīšanas un tā savienošanas ar ziemeļu torņa atbalstu, mums atlika savienot ziemeļu ceļa posmu ar zemes daļu jeb viaduktu.
This was done by pulling the northern approach viaduct 700 millimetres southwards.	Tas tika izdarīts, pabīdot ziemeļu piebrauktuves viadukta daļu 700 milimetrus uz dienvidiem.
This was a massive and, at the same time, very delicate operation.	Tā bija milzīga un vienlaikus ļoti delikāta operācija.
Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.	Milzīga, jo viadukts ir 222 metrus garš, sver apmēram 6000 tonnas un bija jāpavelk slīpi aptuveni par 3 %.
Delicate because the tolerances the team were working to were tiny - just a few millimetres either way.	Delikāta, jo pielaide abos virzienos, ar ko strādāja komanda, bija tikai daži milimetri.
Happily, it all went very well.	Par laimi, viss izdevās labi.
Simone Biles nails all-around gold in women's gymnastics	Simona Bailsa iegūst zeltu vingrošanā sievietēm.
Forget the pressure.	Aizmirsti spriedzi.
Forget the hype.	Aizmirsti satraukumu.
Simone Biles is immune to all of it.	Simonu Bailsu tas viss nesatrauc.
Dynamic on vault.	Dinamiski lēcieni.
Effortless on beam.	Bez piepūles izpilda vingrojumus uz baļķa.
Jaw-dropping on floor.	Nepārspējama uz grīdas.
Brilliant all over.	Pilnīgi nevainojama.
And now, finally, an Olympic champion.	Un beidzot arī Olimpiskā čempione.
The 19-year-old American gymnast soared to the all-around title on Thursday, putting the gap between herself and the rest of the world on full display under the Olympic spotlight.	Ceturtdien 19 gadus vecā amerikāņu vingrotāja izcīnīja zelta medaļu, pilnībā demonstrējot atšķirību starp sevi un pārējo pasauli uz olimpiskās skatuves.
Her total of 62.198 was well clear of silver medalist and "Final Five" teammate Aly Raisman and Russian bronze medalist Aliya Mustafina.	Viņas kopējais punktu skaits 62,198 bija galvas tiesu pārāks par sudraba medaļas ieguvējas un viņas komandas biedrenes Alijas Raismanes rezultātu un bronzas medaļas ieguvējas Krievijas sportistes Alijas Mustafinas rezultātu.
United States' Simone Biles performs on the balance beam during the artistic gymnastics women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, Thursday.	Ceturtdien ASV sportiste Simona Bailsa veica vingrojumu uz baļķa sporta vingrošanas individuālajā daudzcīņas finālā sievietēm 2016. gada vasaras Olimpiskajās spēlēs Riodežaneiro, Brazīlijā.
Biles became the fourth straight American woman to win the all-around title and fifth overall while cementing her reputation as the best of her generation and perhaps ever.	Bailsa kļuva par ceturto amerikānieti pēc kārtas, kura ieguvusi daudzcīņas čempiones titulu un piekto labāko vingrotāju, pamazām nostiprinot reputāciju kā labākā savas paaudzes vingrotāja un, iespējams, labāko vingrotāju vēsturē.
She burst into tears when her final total was posted and her long journey to this moment ended.	Kad tika paziņots gala rezultāts, viņa izplūda asarās, jo ilgais ceļš uz šo brīdi bija galā.
The achievement puts her in the same league as once-in-a-generation athletes like Michael Phelps who have taken their sports to new heights:	Šis sasniegums viņu ierindo blakus tādiem nepārspējamiem sportistiem kā Maikls Felps, kurš pacēla savu sporta veidu citā līmenī.
Biles has spent the last three years dominating her sport, winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 Olympic champion Mary Lou Retton called her "the greatest gymnast I've ever seen."	Bailsa pēdējos trīs gadus ir dominējusi savā sporta veidā, iegūstot 15 medaļas pasaules čempionātos, tostarp 10 zelta medaļas, izpildot tik izcilas, precīzas un ambiciozas vingrojumu kombinācijas, ka 1984. gada Olimpiskā čempione Mērija Lu Retone viņu nosauca par "labāko vingrotāju, kādu viņa jebkad redzējusi".
One last test awaited in Brazil, a contest not so much between Biles and the rest of the field but between herself and the burden of oversized expectations.	Brazīlijā viņu sagaidīja pēdējais pārbaudījums, kur viņai lielā mērā bija jāsacenšas ar cerībām, kas liktas uz viņu, nevis ar pārējām sportistēm.
Anything less than heading back to her family's home in Spring, Texas, with a fistful of golds would be seen as a disappointment.	Viņa sagādātu vilšanos, ja atgrieztos savās mājās Springā, Teksasā bez zelta medaļām.
United States' Simone Biles, left, and Aly Raisman embrace after winning gold and silver respectively for the artistic gymnastics women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, Thursday, Aug.	ASV sportistes Simona Bailsa (pa kreisi) un Alija Raismane apskaujas pēc attiecīgi zelta un sudraba medaļas izcīnīšanas sporta vingrošanas individuālajā daudzcīņas finālā sievietēm 2016. gada vasaras Olimpiādē Riodežaneiro, Brazīlijā, kas norisinājās ceturtdien.
Biles earned the first one on Tuesday while serving as the exclamation point to retiring national team coordinator Martha Karolyi's going away party.	Pirmo zelta medaļu Bailsa ieguva otrdien, padarot īpašu izlases koordinatores Martas Karolji atvadu ballīti.
While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true.	Lai gan Bailsa apgalvo, ka savā ilgajā ceļā uz slavas virsotnēm nebija neko tādu gaidījusi, tā tomēr nav patiesība.
A portion of her floor exercise routine - the one that includes her signature tumbling pass - is set to Latin music that would fit right at home in the street right outside the Rio Olympic Arena.	Daļu no viņas priekšnesuma brīvajās kustībās, kurā ietverta viņas īpašā akrobātiskā pāreja, pavada latīņu mūzika, kas lieliski iederētos uz ielas blakus Rio Olimpisko spēļu arēnai.
It's not a coincidence.	Tā nav sagadīšanās.
The girl adopted by her grandparents as a toddler and discovered by coach Aimee Boorman's mother during a field trip to the gym where Boorman was coaching has become a force.	Meitene, kuru adoptēja viņas vecvecāki, kad viņa vēl bija zīdainis un kuru atklāja treneres Eimijas Būrmanas māte ekskursijā uz sporta zāli, kur notika Būrmanes terniņi, nu ir kļuvusi par spēku, ar kuru jārēķinās.
She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.	Viņa nav zaudējusi daudzcīņas sacensībās kopš 2013. gada vasaras un uzvaru sērija var turpināties, cik vien ilgi Bailsa to vēlas.
Though Mustafina took a small lead through two rotations, it was a mirage.	Lai gan Mustafina divu rotāciju laikā nedaudz izvirzījās vadībā, tā bija tikai ilūzija.
