Munich 1856: Four maps that will change your view of the city	München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern
Whatever the combination of circumstances, it's absolutely brilliant."	Was auch immer die Kombination der Umstände ist, es ist absolut brillant."
Several of the Scottish athletes are medal contenders, including Laura Muir and Andrew Butchart - who will race against Sir Mo Farah in the 5,000m, while Eilidh Doyle was voted by the squad to be team captain.	Mehrere der schottischen Athleten sind Medaillen-Anwärter, darunter Laura Muir und Andrew Butchart - die gegen Sir Mo Farah auf der 5.000 m Strecke antreten werden, während Eilidh Doyle von der Mannschaft zum Teamkapitän gewählt wurde.
"Eilidh is slightly modest.	"Eilidh ist ziemlich bescheiden.
Her captain's speech was incredible," says Black.	Ihre Kapitäns-Rede war unglaublich", sagt Black.
"A number of athletes, whether they were Scottish or wherever they live or train, walked out of that room feeling hugely proud and really motivated.	"Eine Reihe von Athleten, egal ob sie schottisch waren oder wo auch immer sie leben oder trainieren, gingen aus dem Raum und fühlten sich sehr stolz und waren sehr motiviert.
The passion and real feeling that Eilidh naturally put into it were great."	Die Leidenschaft und das echte Gefühl, das Eilidh ganz natürlich einbrachte, waren großartig."
The Commonwealth silver medallist, who will compete in the 400m hurdles at her fifth World Championships, says it's "incredible" 16 Scots are in the British team.	Die Commonwealth-Silbermedaillengewinnerin, die bei ihren fünften Weltmeisterschaften bei den 400-m-Hürden antreten wird, sagt, dass es "unglaublich" ist, dass 16 Schotten in der britischen Mannschaft sind.
Scotland's previous best total of athletes at the worlds was seven, achieved in 1983 and 2015.	Schottlands bisher beste Gesamtzahl an Athleten bei der Weltmeisterschaft war sieben, die 1983 und 2015 erreicht wurden.
Middle-distance runner Muir is leading the way, having set five British and two European records in the past year.	Der Mittelstreckenläufer Muir führt auf diesem Weg und hat im vergangenen Jahr fünf britische und zwei europäische Rekorde aufgestellt.
She will go in the 1500m and the 5,000m.	Sie wird an den 1.500 m und den 5.000 m Läufen teilnehmen.
Chris O'Hare, who runs in the 1500m, is another Scot to watch, following a great season that included victory at the British Team trials and the Anniversary Games.	Chris O'Hare, der 1.500 m läuft, ist ein weiterer Schotte, den man nach einer großartigen Saison, die den Sieg bei den British Team Trials und den Anniversary Games beinhaltete, beobachten sollte.
Doyle remembers her first world championships, when the only other Scot in the team was Lee McConnell.	Doyle erinnert sich an ihre ersten Weltmeisterschaften, als der einzige andere Schotte im Team Lee McConnell war.
The team captain says she's "hugely proud" of the fact so many of her compatriots have not only made the team, but, in some cases, will be challenging for medals and competing to make finals.	Die Mannschafts-Kapitänin sagt, dass sie "enorm stolz" auf die Tatsache ist, dass viele ihrer Landsleute nicht nur zum Team gehören, sondern in manchen Fällen auch bei den Medaillen und bei den Finals mitmischen werden.
"The special thing about being team captain is that it was voted for by the other members of the team, so that it was such a huge honour anyway but to know that your teammates have voted for you and chosen you made it extra-special for me," she added.	"Das Besondere daran Team-Kapitänin zu sein, liegt darin, dass sie von den anderen Mitgliedern des Teams gewählt wurde, so dass es sowieso eine große Ehre war, aber zu wissen, dass meine Teamkollegen für mich gestimmt haben und mich gewählt haben, macht es zu etwas ganz Besonderem für mich", fügte sie hinzu.
"Obviously, I'm very proud of all the Scots who've made the team.	"Offensichtlich bin ich sehr stolz auf all die Schotten, die zum Team gehören.
It just shows how far we've come.	Es zeigt nur, wie weit wir gekommen sind.
And they're here as well-established athletes, athletes that are going to be looking to get on podiums.	Und sie sind hier als etablierte Athleten, Athleten, die auf Podien steigen wollen.
As for my captain's speech?	Was meine Rede als Kapitänin betrifft?
Yeah, I think it went well.	Ja, ich denke, sie ging gut.
I just drew on the fact that we're very lucky in this situation in that we've got a home World Championships.	Ich habe nur darauf hingewiesen, dass wir in dieser Situation sehr glücklich sind, da wir eine Heim-Weltmeisterschaft haben.
So it's really just the importance of drawing on that home support and thriving on the fact that we're back at the Olympic Stadium.	Es ist also wirklich wichtig, auf diese Heimunterstützung zu setzen und davon zu profitieren, dass wir wieder im Olympiastadion sind.
I'm getting a second chance to go out there and compete and it's just going to be such an amazing atmosphere out there."	Ich bekomme eine zweite Chance, dort hinauszugehen und zu konkurrieren und es wird einfach so eine tolle Atmosphäre da draußen sein."
Blocking critics from Facebook: Don't run for public office, if you can't take heat from voters	Blockieren von Kritikern über Facebook: Bewirb dich nicht um ein öffentliches Amt, wenn du das Einheizen von Wählern nicht vertragen kannst
The father of our country knew something about bad press.	Der Vater unseres Landes wusste etwas von schlechter Presse.
Americans loved George Washington, but it didn't take long for newspapers to start slamming him on everything from domestic policy to his political principles.	Die Amerikaner liebten George Washington, aber es dauerte nicht lange, bis die Zeitungen ihn wegen allem schlugen, von der Innenpolitik bis zu seinen politischen Prinzipien.
He chafed at the criticism, sure.	Er schimpfte bei der Kritik, sicher.
But he did not silence his critics.	Aber er hat seine Kritiker nicht zum Schweigen gebracht.
Because back in 1783, Washington said, "the freedom of Speech may be taken away - and, dumb & silent we may be led, like sheep, to the Slaughter."	Denn im Jahr 1783 sagte Washington: "Die Redefreiheit kann weggenommen werden - und, dumm und stumm werden wir wie die Schafe zum Schlachten geführt."
That brings me to Maryland Gov. Larry Hogan, who needs to work on being more like Washington.	Das bringt mich nach Maryland zu Gouverneur Larry Hogan, der daran arbeiten muss, mehr wie Washington zu sein.
Hogan's staff has blocked and deleted the posts of at least 450 people who voiced their opinions on his official Facebook page.	Hogans Mitarbeiter haben die Beiträge von mindestens 450 Personen blockiert und gelöscht, die ihre Meinung auf seiner offiziellen Facebook-Seite geäußert haben.
And the American Civil Liberties Union sued him for that earlier this week.	Und die American Civil Liberties Union verklagte ihn deswegen Anfang dieser Woche.
The governor's staff dismissed the lawsuit as frivolous, and the online commentary was rich with a "who cares?" backlash.	Der Stab des Gouverneurs entließ die Klage als frivol, und der Online-Kommentar war voll von einer Gegenreaktion mit "Na, und?" .
"It's only Facebook," plenty of folks said.	"Es ist nur Facebook", sagten viele Leute.
But it matters.	Aber es ist wichtig.
And it especially matters when it's a guy like Hogan.	Und es ist besonders wichtig, wenn es ein Typ wie Hogan ist.
This is a Republican governor in an overwhelmingly Democratic state who is astonishingly popular.	Dies ist ein republikanischer Gouverneur in einem überwältigend demokratischen Staat, der erstaunlich beliebt ist.
He has the second-highest approval rating of the nation's 50 governors.	Er hat die zweithöchste Zustimmung der 50 Gouverneure der Nation.
Hogan is not a reactionary hothead.	Hogan ist kein reaktionärer Hitzkopf.
He's shown a steady hand in leading his state and a stern adherence to principles.	Er hat eine feste Hand bei der Führung seines Staates und strenge Einhaltung der Prinzipien gezeigt.
He's also been pretty deft at using Facebook as a primary means to connect with his constituents, playfully debuting his hairless head after chemo treatments on his page.	Er war auch sehr geschickt darin, Facebook als primäres Mittel zu nutzen, um sich mit seinen Wählern zu verbinden und spielend seinen haarlosen Kopf nach Chemotherapie auf seiner Seite zu debütieren.
So blocking people who come to the governor's page - which is a public forum, labeled as official and administered by staff members paid public tax dollars - is unnecessary and ultimately dangerous.	Daher ist die Blockierung von Personen, die auf die Seite des Gouverneurs kommen - die ein öffentliches Forum ist, das als offiziell bezeichnet wird und von Mitarbeitern, die mit öffentlichen Steuer-Dollars bezahlt werden - unnötig und letztendlich gefährlich.
In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.	In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.
But it's too easy to use the image of trolls or spammers or hateful folks lashing out online.	Aber es ist zu einfach, das Bild von Trollen oder Spammern oder hasserfüllten Leuten zu benutzen, die online die Peitsche schwingen.
The Post talked to some of the real people blocked by Hogan.	Die Post sprach mit einigen der wirklichen Leute, die von Hogan blockiert wurden.
And they're just that - real people talking to their elected leaders: a teacher, a business owner and a pastor, not trolls.	Und das sind nur echte Menschen, die mit ihren gewählten Führern sprechen: ein Lehrer, ein Unternehmer und ein Pfarrer, keine Trolle.
They all said that their comments were respectful, thoughtful and not profane.	Sie alle sagten, dass ihre Kommentare respektvoll, nachdenklich und nicht profan waren.
The pastor quoted the Bible in his post, appealing to Hogan's Catholic faith.	Der Pfarrer zitierte die Bibel in seinem Post und appellierte an Hogans katholischen Glauben.
Attorney Lakshmi Sarma Ramani of Bowie, Md., wasn't hateful, but she asked about hate crimes.	Rechtsanwältin Lakshmi Sarma Ramani von Bowie, Md., war nicht hasserfüllt, aber sie fragte nach Hassverbrechen.
